"Unique ID";"Name";"Nation";"Division";"Rep";"Av Age";"Balance";"Trn Budget S";"Trn Budget R";"Wage Budget";"Status";"TF";"YF";"JC";"Stad Cap";"Av Att";"Rating";"Pot Rating"
"301.306";"Figueirense";"Brazil";"Brasileirão Série C";"4.600";"25,2";"-1.059.860";"0";"0";"12.580";"Professional";"13";"10";"9";"19.584";"3.618";"65,4%";"69,9%"
"19.271.063";"Figueirense (MG)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"3.000";"200";"0,0%";"0,0%"
"2.114.453";"Figueirense B";"Brazil";"Eerste klasse A";"500";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"6";"500";"200";"0,0%";"0,0%"
"322";"Flamengo";"Brazil";"Brasileirão Assaí";"7.750";"26,2";"6.851.730";"6.434.880";"6.434.880";"466.560";"Professional";"18";"15";"14";"78.838";"54.499";"77,8%";"80,8%"
"308.183";"Flamengo (PI)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"0,0";"0";"0";"0";"0";"Professional";"8";"3";"7";"52.296";"2.000";"0,0%";"0,0%"
"314.616";"Flamengo (RO)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"4";"5.000";"1.200";"0,0%";"0,0%"
"2.000.291.266";"Flamengo (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"4";"3.000";"100";"0,0%";"0,0%"
"311.020";"Flamengo (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"6";"6";"5";"6.925";"1.500";"0,0%";"0,0%"
"309.771";"Flamengo de Arcoverde";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"25,2";"0";"0";"0";"0";"Professional";"4";"3";"4";"3.000";"800";"33,8%";"37,8%"
"19.205.119";"Flamengo de Guanambi";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"5";"6";"6";"2.000";"250";"0,0%";"0,0%"
"19.190.039";"Flamengo de Recife";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.003.895";"Flamengo EC de Curitibanos";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.270.038";"Floresta (CE)";"Brazil";"Brasileirão Série C";"4.000";"27,1";"144.610";"0";"0";"5.240";"Professional";"5";"5";"6";"22.000";"700";"62,2%";"66,0%"
"309.741";"Floriano (ES)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"323";"Fluminense";"Brazil";"Brasileirão Assaí";"7.400";"29,5";"4.265.230";"4.021.800";"4.021.800";"332.380";"Professional";"13";"13";"14";"78.838";"29.783";"77,7%";"79,4%"
"319.158";"Fluminense (PI)";"Brazil";"Brasileirão Série D";"1.850";"30,0";"0";"0";"0";"0";"Professional";"3";"5";"7";"52.296";"800";"11,9%";"12,2%"
"301.123";"Fluminense de Feira";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"34,0";"0";"0";"0";"0";"Professional";"9";"7";"7";"16.274";"1.400";"5,2%";"5,2%"
"19.247.178";"Fluminense do Itaum";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"22.000";"200";"0,0%";"0,0%"
"320.389";"Fonseca (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"19.005.336";"Football & Athletic";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"313.782";"Football AC (MA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.274.801";"Força e Luz";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"29,0";"0";"0";"0";"0";"Professional";"5";"5";"7";"32.000";"300";"11,6%";"11,9%"
"19.105.650";"Força Jovem Aquidabã";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"1.500";"200";"0,0%";"0,0%"
"318.866";"Formosa";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"4";"12.000";"600";"0,0%";"0,0%"
"104.750";"Fortaleza";"Brazil";"Brasileirão Assaí";"6.400";"28,1";"2.204.000";"1.608.720";"1.608.720";"253.510";"Professional";"12";"9";"7";"63.903";"32.787";"74,9%";"76,4%"
"19.066.538";"Foz do Iguaçu";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.850";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"5";"5.000";"450";"0,0%";"0,0%"
"19.215.308";"Fragata FC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Amateur";"6";"4";"5";"500";"50";"0,0%";"0,0%"
"301.340";"Francana";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"25,0";"0";"0";"0";"0";"Professional";"7";"5";"4";"18.000";"1.000";"5,6%";"5,8%"
"19.306.269";"Freipaulistano";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"4.000";"100";"0,0%";"0,0%"
"107.212";"Friburguense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"0,0";"0";"0";"0";"0";"Professional";"9";"5";"5";"6.550";"800";"0,0%";"0,0%"
"19.106.492";"Funorte";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"250";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"5.000";"150";"0,0%";"0,0%"
"2.000.297.236";"Futebol com Vida";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"1";"16.000";"250";"0,0%";"0,0%"
"2.000.278.502";"Futsal Club (Brazil)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"301.363";"Galícia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"6";"5";"5";"32.157";"2.000";"0,0%";"0,0%"
"2.000.095.603";"Galo Maringá";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.000";"26,3";"-3.150";"0";"0";"0";"Professional";"3";"3";"4";"16.226";"150";"61,4%";"64,8%"
"19.164.456";"Galvez (AC)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"10.000";"200";"0,0%";"0,0%"
"121.262";"Gama";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.500";"28,6";"0";"0";"0";"0";"Professional";"11";"9";"7";"20.000";"3.000";"63,2%";"66,1%"
"19.005.850";"Garibaldi";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"265";"0,0%";"0,0%"
"301.298";"GAS";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"5.000";"1.500";"0,0%";"0,0%"
"314.938";"Gaúcho";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"0,0";"0";"0";"0";"0";"Professional";"3";"6";"5";"5.500";"800";"0,0%";"0,0%"
"19.105.956";"Gavião Kyikatejê";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"4.000";"50";"0,0%";"0,0%"
"19.019.868";"GE Catanduvense (SP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"313.674";"Gentilândia (CE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"301.290";"Genus";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"9";"5";"6";"5.000";"2.000";"0,0%";"0,0%"
"104.885";"Germânia";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.222.407";"Globo";"Brazil";"Brasileirão Série D";"2.750";"29,0";"0";"0";"0";"0";"Professional";"4";"5";"6";"10.000";"200";"5,3%";"5,6%"
"314.936";"Glória";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.750";"0,0";"0";"0";"0";"0";"Professional";"6";"2";"5";"8.000";"4.000";"0,0%";"0,0%"
"301.155";"Goianésia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.000";"29,4";"-3.140";"0";"0";"0";"Professional";"3";"2";"3";"8.110";"1.050";"64,0%";"66,2%"
"301.157";"Goiânia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.900";"26,9";"0";"0";"0";"0";"Professional";"8";"9";"6";"13.500";"2.000";"64,6%";"68,0%"
"102.555";"Goiás";"Brazil";"Brasileirão Assaí";"6.000";"26,8";"1.544.830";"804.360";"804.360";"52.870";"Professional";"12";"11";"8";"15.000";"7.698";"71,6%";"74,4%"
"301.159";"Goiatuba";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.650";"27,8";"0";"0";"0";"0";"Professional";"3";"3";"3";"5.000";"1.000";"61,8%";"64,5%"
"19.248.712";"Gonçalense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"4.000";"150";"0,0%";"0,0%"
"302.143";"Goytacaz";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"15.000";"800";"0,0%";"0,0%"
"19.147.284";"Gramadense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"1.500";"200";"0,0%";"0,0%"
"314.204";"Grapiúna";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"11.745";"800";"0,0%";"0,0%"
"324";"Grêmio";"Brazil";"Brasileirão Assaí";"7.250";"26,8";"-1.672.950";"3.217.440";"3.217.440";"296.540";"Professional";"16";"15";"13";"55.662";"31.385";"76,1%";"78,4%"
"19.343.094";"Grêmio (PE)";"Brazil";"Eerste klasse A";"50";"0,0";"0";"0";"0";"0";"Amateur";"3";"3";"2";"1.000";"50";"0,0%";"0,0%"
"309.139";"Grêmio Anápolis";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.800";"0,0";"20";"0";"0";"0";"Professional";"7";"6";"5";"14.400";"1.000";"0,0%";"0,0%"
"2.106.554";"Grêmio Barueri";"Brazil";"Eerste klasse A";"750";"0,0";"0";"0";"0";"0";"Professional";"10";"7";"7";"31.452";"915";"0,0%";"0,0%"
"19.100.644";"Grêmio Brasiliense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"314.776";"Grêmio Catanduvense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"3";"15.210";"254";"0,0%";"0,0%"
"8.832.363";"Grêmio Coariense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"9";"3";"7";"7.000";"900";"0,0%";"0,0%"
"19.015.572";"Grêmio Laranjeiras";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"2.500";"215";"0,0%";"0,0%"
"303.020";"Grêmio Maringá";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"8";"6";"6";"16.226";"1.000";"0,0%";"0,0%"
"19.144.990";"Grêmio Novorizontino";"Brazil";"Brasileirão Série B Betano";"5.200";"28,9";"290.600";"24.130";"24.130";"52.550";"Professional";"7";"9";"10";"20.000";"3.000";"70,9%";"72,6%"
"19.060.644";"Grêmio Osasco";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"12";"9";"7";"17.430";"250";"0,0%";"0,0%"
"8.832.348";"Grêmio Petrolândia";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"800";"0,0%";"0,0%"
"19.042.909";"Grêmio Prudente";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.350";"27,9";"0";"0";"0";"0";"Professional";"3";"3";"4";"45.954";"200";"62,7%";"66,1%"
"314.082";"Grêmio Rondoniense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"2";"3";"0";"600";"0,0%";"0,0%"
"309.739";"Grêmio Santanense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"4.000";"1.000";"0,0%";"0,0%"
"2.000.192.526";"Gre^mio Valparaíso";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"3";"6.000";"100";"0,0%";"0,0%"
"19.026.809";"Guaçuano";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"300";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"5";"3.400";"450";"0,0%";"0,0%"
"309.618";"Guajará";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"3.000";"1.500";"0,0%";"0,0%"
"19.152.085";"Guanabara (DF)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"2.000.138.749";"Guanabara City";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"2";"10.500";"100";"0,0%";"0,0%"
"19.373.913";"Guaporé";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"4.000";"250";"0,0%";"0,0%"
"19.140.899";"Guaraí";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"3.500";"200";"0,0%";"0,0%"
"325";"Guarani";"Brazil";"Brasileirão Série B Betano";"5.650";"26,6";"35.550";"48.260";"48.260";"50.800";"Professional";"11";"8";"10";"29.130";"3.901";"70,4%";"73,5%"
"301.188";"Guarani (MG)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"5.000";"1.200";"0,0%";"0,0%"
"312.302";"Guarani (PR)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"312.334";"Guarani de Alegrete (RS)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"314.607";"Guarani de Juazeiro";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.600";"33,0";"0";"0";"0";"0";"Professional";"4";"2";"5";"17.000";"1.000";"11,0%";"11,5%"
"301.377";"Guarani de Palhoça";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"21,0";"0";"0";"0";"0";"Professional";"5";"3";"3";"3.000";"1.700";"5,6%";"5,8%"
"319.170";"Guarani de Pouso Alegre";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"26.000";"900";"0,0%";"0,0%"
"301.270";"Guarani VA";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.150";"0,0";"0";"0";"0";"0";"Professional";"6";"3";"3";"4.000";"215";"0,0%";"0,0%"
"313.516";"Guarany (AP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"309.755";"Guarany (BA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"314.692";"Guarany (PA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"314.969";"Guarany (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"3.000";"1.100";"0,0%";"0,0%"
"2.000.140.203";"Guarany Alagoano";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"2.000";"50";"0,0%";"0,0%"
"142.370";"Guarany de Bagé";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.200";"29,1";"0";"0";"0";"0";"Professional";"4";"3";"3";"10.000";"1.600";"62,7%";"65,3%"
"311.868";"Guarany de Cachoeira";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"310.642";"Guarany de Sobral";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"0,0";"0";"0";"0";"0";"Professional";"10";"7";"7";"10.000";"3.300";"0,0%";"0,0%"
"314.336";"Guarapari";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"3";"2.000";"700";"0,0%";"0,0%"
"2.110.399";"Guarujá";"Brazil";"Eerste klasse A";"350";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"4";"7.000";"600";"0,0%";"0,0%"
"19.026.810";"Guarulhos";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"650";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"6";"6.925";"399";"0,0%";"0,0%"
"309.624";"Gurupi";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"31,0";"0";"0";"0";"0";"Professional";"7";"5";"6";"3.000";"1.000";"11,0%";"11,4%"
"314.789";"Helênico (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"309.743";"Hercílio Luz";"Brazil";"Brasileirão Série D";"2.500";"27,0";"-15.220";"0";"0";"0";"Professional";"5";"4";"4";"15.000";"500";"65,3%";"69,2%"
"314.757";"Hermann Aichinger";"Brazil";"Eerste klasse A";"450";"0,0";"0";"0";"0";"0";"Professional";"7";"5";"6";"6.000";"2.600";"0,0%";"0,0%"
"19.048.265";"Holanda";"Brazil";"Eerste klasse A";"600";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"5.000";"300";"0,0%";"0,0%"
"78.038.748";"Hope";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"2";"4";"5";"2.000";"100";"0,0%";"0,0%"
"19.019.881";"Horizonte";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.600";"30,0";"0";"0";"0";"0";"Professional";"6";"5";"7";"10.500";"384";"39,2%";"40,7%"
"19.300.082";"Humaitá (AC)";"Brazil";"Brasileirão Série D";"1.600";"30,8";"0";"0";"0";"0";"Professional";"3";"3";"4";"13.700";"200";"28,1%";"29,0%"
"19.080.172";"IAPE FC";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"39,0";"0";"0";"0";"0";"Professional";"3";"3";"5";"11.429";"350";"5,7%";"5,7%"
"314.334";"Ibiraçu";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Amateur";"4";"3";"3";"5.000";"900";"0,0%";"0,0%"
"301.234";"Íbis";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"23,0";"0";"0";"0";"0";"Professional";"5";"2";"2";"12.000";"1.500";"5,4%";"6,1%"
"19.295.790";"Íbis (PB)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.114.158";"Ibrachina";"Brazil";"Eerste klasse A";"400";"20,0";"0";"0";"0";"0";"Amateur";"9";"12";"12";"500";"100";"5,1%";"6,1%"
"313.749";"Icasa";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"30,4";"0";"0";"0";"0";"Professional";"8";"7";"7";"17.000";"2.500";"44,9%";"46,6%"
"19.296.880";"Igrejinha";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"5";"3.000";"700";"0,0%";"0,0%"
"19.384.176";"Iguaçu";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.300";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"2.500";"200";"0,0%";"0,0%"
"19.189.354";"Iguatu";"Brazil";"Brasileirão Série D";"2.300";"28,2";"50";"0";"0";"0";"Professional";"4";"4";"5";"3.600";"200";"62,3%";"64,8%"
"301.169";"Imperatriz";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.750";"30,8";"0";"0";"0";"0";"Professional";"7";"6";"5";"10.000";"2.673";"44,5%";"45,6%"
"2.000.090.692";"Império Serrano";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"5";"6";"5";"5.014";"200";"0,0%";"0,0%"
"104.874";"Independência";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"7";"4";"6";"5.000";"1.100";"0,0%";"0,0%"
"320.679";"Independência (SP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"313.255";"Independente (AP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"32,8";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"800";"22,6%";"23,0%"
"318.922";"Independente (PA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.350";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"8.000";"600";"0,0%";"0,0%"
"19.375.489";"Independente (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"350";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"8";"5.000";"200";"0,0%";"0,0%"
"19.309.399";"Independente (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"5";"5.000";"300";"0,0%";"0,0%"
"311.024";"Independente (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"20,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"13.000";"1.100";"5,0%";"5,9%"
"19.250.470";"Independente de Rio Verde";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"8.000";"200";"0,0%";"0,0%"
"314.299";"Industrial FC (SE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.223.517";"Inhumas";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.350";"0,0";"0";"0";"0";"0";"Professional";"6";"6";"7";"4.380";"200";"0,0%";"0,0%"
"311.042";"Inter de Bebedouro";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"6.100";"2.000";"0,0%";"0,0%"
"309.142";"Inter de Lages";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.450";"27,7";"0";"0";"0";"0";"Professional";"5";"2";"2";"6.000";"1.500";"62,5%";"65,1%"
"104.979";"Inter de Limeira";"Brazil";"Brasileirão Série D";"3.500";"27,8";"0";"0";"0";"0";"Professional";"12";"8";"7";"23.475";"2.000";"68,3%";"71,6%"
"19.337.485";"Inter de Minas";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"5";"6";"6";"3.000";"125";"0,0%";"0,0%"
"2.000.194.597";"Inter SG";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"3";"3.000";"100";"0,0%";"0,0%"
"301.272";"Inter SM";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.450";"33,5";"0";"0";"0";"0";"Professional";"3";"3";"3";"7.000";"1.500";"12,1%";"12,5%"
"314.967";"Intercontinental";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"8.000";"900";"0,0%";"0,0%"
"326";"Internacional";"Brazil";"Brasileirão Assaí";"7.050";"27,4";"-652.040";"2.413.080";"2.413.080";"359.950";"Professional";"16";"11";"12";"50.128";"27.325";"77,2%";"78,8%"
"309.748";"Internacional (BA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.058.813";"Internacional (PB)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"1.200";"400";"0,0%";"0,0%"
"309.780";"Internacional (PR)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"2.112.284";"Internacional B";"Brazil";"Eerste klasse A";"500";"0,0";"0";"0";"0";"0";"Professional";"10";"10";"12";"2.000";"300";"0,0%";"0,0%"
"19.295.785";"Internacional de Cabedelo";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"301.327";"Interporto";"Brazil";"Brasileirão Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"4.000";"850";"0,0%";"0,0%"
"301.190";"Ipatinga";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.450";"27,2";"0";"0";"0";"0";"Professional";"9";"7";"7";"24.500";"330";"63,9%";"67,1%"
"301.192";"Ipiranga (MG)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"8.000";"1.200";"0,0%";"0,0%"
"19.295.787";"Ipiranga (PB)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
